CustomerId,CustomerName,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ExtraColumn1,ExtraColumn2
CUST_001429,LISA MILLER,479,Egypt,f,46,4,45727.02,2,0,1,38749.0,0.0,,
CUST_002459,"Sarah,Brown",603, Japan ,woman,-inf,7,12959.28,2,Yes,1,72307.0,0.0,,
ID-1417, Michael Johnson ,520,south africa,man,22,1,42650.05,2,True,0,81218.0,0.0,,
CUST_002673, Emily Rodriguez ,744,Mexico ,girl,20,4,61531.59,1,TRUE,true,43949.0,0.0,,
1034,null,na,Netherlands ,FEMALE,43,10,"$3,594.21",1,1,1,26731.0,0.0,,123
C2260,robert johnson,570,SPAIN,M,36,-,8025.02,3,y,ACTIVE,93947.0,0.0,,
ID-2174,"Robert,Williams",493,Argentina ,F,42,4,53901.02,2,0,0,37178.0,0.0,,
ID-1030, Lisa Williams ,609,Netherlands,m,23,5,"$154,905.17",3,1,1,"$77,664",1.0,,
CUST_002057,"Jane,Rodriguez",616,usa,M,33,1,"$53,155.72",3,1,FALSE,148584.0,0.0,A,
_,john rodriguez,566,FRANCE,F,39,7,14618.4,4,1,1,"$88,645",1.0,,
ID-2473,ROBERT BROWN,452, Brazil ,female,58,3,null,3,UNKNOWN,1,16490.0,1.0,,
1306,"David,Williams",587,Chile,F,27,4,24799.55,1,False,1,29271.0,0.0,,
1736,james rodriguez,510,Brazil ,girl,27,2,81304.94,3,0,0,48684.0,0.0,,
SA02444,michael smith,452,SAUDI ARABIA,?,200,2,NONE,3,?,1,69168.0,1.0,,
EG01106,"Emily,Johnson",345,egypt,Male,26,10,"$61,612.27",3,0,0,68218.0,0.0,,
UA02172,james martinez,500,UAE,F,19,1,175423.59,2,0,1,87793.0,0.0,,
CUST_002312,ROBERT SMITH,459,japan,MAN,44,3,32858.35,1,0,0,"$98,218",0.0,,
C2167,"Maria,Martinez",538,South Korea ,Male,27,3,128873.79,1,1,1,94401.0,0.0,,123
US02543,"John,Garcia",647,usa,F,20,5,52970.53,3,0,1,143095.0,0.0,,
CUST_002618,james jones,627,SPAIN,Female,48,5,154106.01,3,1,inactive,"$52,989",0.0,,
SI02661,"James,Miller",565,SINGAPORE,man,34,3,37488.62,4,1,1,51298.0,0.0,,
?,David Smith,514, Colombia,female,29,3,"84,226.53",1,FALSE,1,22681.0,0.0,,
ME01524, Jane Martinez ,678, Mexico ,Woman,51,6,5961.54,1,N,1,60898.0,1.0,,
unknown,JANE DAVIS,553,na,male,0,2,103329.88,1,1,inactive,67070.0,1.0,,123
2675,david brown,425,Argentina ,Male,18,3,"$62,793.48",2,1,0,42511.0,1.0,,
CUST_002434,james brown,495, India ,m,#NULL!,5,110504.49,2,1,0,"$79,509",0.0,,
C1303,Michae€l Davis,433, Chile ,man,42,8,59200.27,1,TRUE,0,22641.0,0.0,,
C1005, Robert Smith ,561,UAE ,female,22,8,missing,4,Y,1,24371.0,1.0,,
CA01514,JOHN JONE™S,613,canada,UNKNOWN,41,4,56485.38,1,1,FALSE,101537.0,0.0,,
ID-1824,sarah johnson,569, UK,female,33,5,"$11,378.64",1,1,inactive,108640.0,0.0,,123
C2838, John Smith ,532, Nigeria ,WOMAN,60,4,20938.26,2,1,0,21850.0,0.0,,
ID-2947,emily jones,527,UAE,None,45,7,30089.78,3,no,1,42855.0,0.0,,
SI01122,david bürown,584, Singapore ,Girl,39,6,84994.88,2,1,1,"$71,486",0.0,,
CUST_001681,JOHN DAVIS,  , Canada,female,31,8,5827.69,4,no,0,80803.0,0.0,,
1197,DAVID MILLER,716, Canada,Male,32,5,112210.96,2,No,1,48253.0,0.0,,
SO02176,michael rodriguez,--,South Africa,MAN,64,5,7849.75,UNKNOWN,1,0,51396.0,0.0,,
CUST_001182,LISA BROWN,491,australia,UNDEFINED,18,7,"$32,982.61",1,FALSE,0,26448.0,0.0,,
C2933,David Brown,517, Argentina ,woman,52,4,"$10,635.12",1,0,1,33350.0,0.0,C,
nan,James Johnson,688,USA,girl,60,5,104815.38,4,0,1,47856.0,1.0,,
IN02428,SARAH BROWN,478,India,MAN,37,7,78835.19,3,EMPTY,1,73420.48,0.0,,
2165, Maria Smith ,449,egypt,Woman,41,6,241656.73,1,YES,0,missing,0.0,,
IT01416,Maria Johnson,574, Italy,WOMAN,33,3,"33,014.09",2,NO,1,104719.0,0.0,,
ID-1022,sarah miller,??,South Korea ,boy,34,8,1230.82,2,1,1,34169.0,0.0,,
C1666,JOHN SMITH,496,SOUTH AFRICA,NA,23,4,42662.88,2,1,0,58083.0,0.0,,
C2910,"Robert,Garcia",531,ARGENTINA,Girl,41,4,61651.77,1,1,0,-10000,0.0,,
ID-2251,john davis,607,UAE,Man,45,4,53036.86,4,NO,1,#DIV/0!,1.0,,
1091,"John,Smith",728,netherlands,F,40,3,65132.37,2,0,TRUE,90398.0,0.0,,
C1622,maria garcia,457, Peru ,nan,50,5,"$22,787.55",3,0,1,49014.0,0.0,,
C2555,Maria Williams,537,SAUDI ARABIA,Boy,53,4,49535.14,4,1,1,20605.0,0.0,A,
C1829,ROBERT DAVIS,587,FRANCE,Woman,48,7,35101.43,3,no,EMPTY,72806.0,0.0,,
1220,lisa smith,713,Mexico ,female,57,4,50585.23,1,1,1,60913.0,1.0,,
CUST_001593,david garcia,661,Italy,man,68,6,62519.58,1,1,1,79037.0,0.0,,
C1788,EMILY JONES,412,PERU,MAN,32,5,88167.42,3,0,ACTIVE,31837.28,1.0,,
CUST_001965,"Lisa,Johnson",560,Italy,Boy,53,unknown,12504.97,1,0,1,60340.0,1.0,B,
ID-1501,SARAH JONES,650, USA ,male,undefined,3,2007.88,1,1,true,122938.0,0.0,,
1428,sarah johnson,461,Nigeria ,M,46,3,15133.86,2,0,active,58852.0,0.0,,
C2605,Michael Davis,659, Australia,FEMALE,49,4,44882.61,2,1,missing,"$22,978",0.0,,
--,maria smith,578,SINGAPORE,girl,21,8,24857.24,__,1,1,57141.0,1.0,,123
ID-2589,James Jones,602,JAPAN,Boy,29,8,19701.54,1,N,1,21661.0,0.0,,
ID-2133,__,658,USA ,woman,38,11,12211.12,1,1,0,nan,0.0,,456
SO01152,"James,Williams",585, South Korea ,girl,46,2,22325.01,1,1,0,94957.0,1.0,,
C1867,michael davis,515, Brazil,female,44,7,20622.22,2,0,INACTIVE,undefined,0.0,,
None,Michael Davis,-100,UK,man,41,3,3273.61,4,1, ,55624.0,0.0,,
PE01287,maria williams,NONE,Peru ,F,23,5,11094.23,2,0,0,63811.0,0.0,,
2833,EMILY WILLIAMS,706,USA,Boy,53,5,95572.01,3,1,0,113834.0,1.0,,
CUST_002955,JOHN JONES,675,SPAIN,inf,49,8,4044.89,2,FALSE,0,81428.0,0.0,,
ID-1225,Emily Miller,517,INDIA,WOMAN,45,7,80068.61,3,1,0,88605.0,0.0,B,
EG01419,"Emily,Miller",499, Egypt,F,39,4,6787.8,1,1,1,55336.0,0.0,,
ID-1520,"Jane,Williams",621, Germany,Man,65,7,NULL,1,TRUE,0,47122.0,0.0,,
C2690, Sarah Brown ,999,FRANCE,MAN,18,#DIV/0!,888.68,1,0,1,void,0.0,,
C1746,john rodriguez,524, India ,Woman,30,2,462.17,2,0,  ,45310.0,0.0,,
C1198,michael miller,703,Germany ,female,25,#NULL!,4357.7,3,1,inactive,"$101,342",0.0,,
C2253, Jane Martinez ,680,CANADA,Man,23,4,25181.74,1,No,0,97396.0,0.0,,
ID-1901, Emily Jones ,540,ITALY,M,24,4,14802.85,2,1,1,107771.0,0.0,,
C1482, éJane Davis ,488,ARGENTINA,female,38,4,5611.44,3,True,1,30588.30,0.0,,
1128, James Davis ,688,MEXICO,nan,45,5,"$174,357.90",1,0,1,108808.0,1.0,,
NI01659,maria rodriguez,523, Nigeria ,#N/A,61,4,88965.6,3,0,1,  ,0.0,,
IN02493,emily jones,428,India,girl,18,7,1318.72,1,1,1,81935.0,0.0,,
ID-2256,jane davis,496,peru,Woman,38,2,"$35,577.14",2,1,0,68621.0,0.0,,
ID-2623,"John,Martinez",678, USA ,Boy,42,4,42586.48,2,0,1,139703.0,0.0,,
AR02022, Lisa Williams ,588,Argentina,MALE,35,3,200993.28,1,1,Inactive,53299.0,0.0,,
2189,Jane Williams,558,UK ,girl,52,2,78728.23,3,1,0,"$44,673",0.0,,
ID-1614,EMPTY,567, Netherlands,Woman,51,2,4428.78,3,1,Active,98290.0,0.0,,
C1112,james browñn,636, Germany ,F,58,UNDEFINED,29520.75,1,Yes,1,119727.0,0.0,,
2880,James Davis,570, UK ,boy,45,8,4298.69,2,true,0,-,0.0,,
2782,Michael Martinez,NIL,Germany,boy,46,4,68004.29,3,0,0,86830.0,0.0,,
2711,david miller,685,France,FEMALE,47,-5,48624.02,3,1,1,93941.0,0.0,,
SI01103,Robert Jones,667, Singapore,M,46,4,-50000,3,YES,1,96452.0,1.0,,
GE01609, John Jones ,644,Germany,Woman,43,7,19305.1,4,1,0,43168.0,0.0,,123
1437,Lisa Rodriguez,656,mexico,Woman,35,8,11585.12,2,0,0,67463.0,0.0,,
2672,"Michael,Martinez",556,Australia ,Woman,32,4,15416.29,2,True,0,64721.0,0.0,,
CUST_002452,lisa garcia,602,FRANCE,Boy,31,4,100436.66,4,0,0,"$119,309",1.0,,
CUST_001586, James Martinez ,0,Spain,Male,56,4,126311.47,2,1,1,"$33,590",0.0,,
ID-1325,Emily Martinez,534,France,female,58,9,"$45,422.56",4,FALSE,0,"$113,268",0.0,,
CUST_002426, Michael Johnson ,662, Canada,Boy,23,10,"$5,478.58",2,1,1,123134.0,0.0,,
ID-1952,Lisa Martinez,465, Colombia,man,31,7,39923.05,2,yes,True,51755.0,0.0,,
1359,VOID,680,USA,MAN,#N/A,3,197042.29,  ,1,1,55764.0,0.0,,
JA02544,john miller,456,JAPAN,WOMAN,18,6,NaN,2,0,0,44979.0,1.0,,
PE01664, Jane Davis ,VOID,peru,WOMAN,37,7,"$114,935.87", ,Y,1,74204.0,0.0,,
C1038,John Garcia,740,USA ,girl,38,3,117895.36,1,0,1,68318.0,0.0,,
ID-2832,"David,Smith",579,France ,F,50,6,4783.84,1,1,0,NONE,0.0,,
  ,JANE GARCIA,575,SINGAPORE,NONE,28,3,54219.28,2,0,__,29767.0,0.0,,
SO01972, John Jçohnson ,535,SOUTH AFRICA,woman,35,6,27102.64,2,1,1,53867.0,0.0,,
C2267, David Smith ,619, Germany,woman,58,7,50577.39,2,0,Inactive,34814.0,0.0,,
CUST_002837, David Johnson ,-100,nil,m,18,9,23248.76,3,0,0,72498.0,0.0,,
CUST_001624,john smith,521,Egypt ,female,18,6,82469.12,2,0,1,58023.0,1.0,,
CUST_002523,"James,Davis",508,UAE ,F,35,3,39510.22,1,FALSE,0,"$66,897",1.0,,
CUST_001421, Jane Johnson ,659,MEXICO,female,18,2,"9,744.95",1,1,0,144806.0,0.0,,
CUST_001928, Emily Jones ,558,France,boy,53,4,34542.59,1,1,0,50827.0,0.0,,
C2446, Emily Martinez ,0, UAE,MALE,27,5,"$2,425.38",1,0,1,59900.0,0.0,,
0,ROBERT JONES,678,Canada ,WOMAN,Null,2,999999999,2,1,--,inf,0.0,,
ID-1337,Maria Williams,516,argentina,MAN,,4,"$48,908.11",1,Y,0,46709.0,0.0,,
1817, Sarah Davis ,498,Japan ,Male,18,5,56599.85,NIL,n,1,"$33,826",0.0,,
C1908,JANE BROWN,481, Nigeria ,Female,36,7,30872.77,3,1,ACTIVE,24801.0,1.0,,
C2125,VO©ID,564,GERMANY,Girl,54,NIL,102051.62,2,0,1,65836.0,0.0,,
SI02043,"John,Rodriguez",529, Singapore,m,31,7,26766.23,3,Y,0,inf,1.0,,
C1258,"Maria,Jones",724,MEXICO,boy,28,3,17819.5,2,YES,0,146903.0,0.0,,
C1466,LISA JONES,674, Mexico,Man,150,-1,VOID,1,0,1,66921.49,0.0,,
1608,James Brown,686,Canada,F,27,8,6741.62,2,1,Active,62263.0,0.0,,
ID-1289,robert smith,473, Brazil,Woman,57,5,32989.46,1,0,1,33685.0,0.0,,
ID-1938, Emily Davis ,missing,India ,WOMAN,23,#VALUE!,22660.07,2,0,0,70910.0,0.0,,
ID-1051,Lisa Williams,508, South Korea ,MALE,999,9,1460.25,empty,true,INACTIVE,80411.0,1.0,,
CUST_001109,JOHN JOHNSON,524,CHILE,Boy,20,7,50068.18,4,0,0,21663.0,0.0,,
CUST_002235,MISSING,507, Egypt,FEMALE,34,1,n/a,1,0,0,77317.0,0.0,,
ID-1297,JOHN MILLER,635, Japan ,boy,31,9,47957.77,3,1,0,79033.39,0.0,,456
CUST_002307,Michael Jones,626,Canada,Woman,28,6,41030.97,1,1,FALSE,147257.0,1.0,,
2860,david garcia,616, Singapore ,male,26,8,17630.54,2,1,TRUE,75294.0,0.0,,
UK01669,John Brown,625,uk,male,20,1,14035.0,3,0,0,64512.0,0.0,,
IT02566, Lisa Smith ,539,italy,Woman,31,10,21154.69,50,0,true,#VALUE!,0.0,,
NULL,David Davis,401,Chile,#DIV/0!,18,3,61384.45,1,1,0,31395.0,1.0,,
CUST_001366,"Jane,Davis",664,canada,female,29,7,21917.32,2,1,0,111099.0,0.0,,
SO02083, Michael Jones ,544,South Africa,woman,55,6,145192.84,2,0,0,49866.0,0.0,,
JA02777, Sarah Johnson ,577,JAPAN,MALE,45,5,"14,471.71",4,1,Active,__,0.0,,
1451,lisaç martinez,583,australia,M,35,4,NA,1,1,nil,99546.0,0.0,,
,,,,,,,,,,,,,,
C1402,Emily Smith,466, Nigeria ,Man,NaN,3,"2,928.16",3,1,0,68552.0,0.0,,
CUST_002759, Jane Smith ,643,USA,Boy,57,5,39458.37,2,0,1,138094.0,1.0,,123
C2430,"Maria,Davis",540,SAUDI ARABIA,Woman,58,2,14911.16,2,0,ACTIVE,"$54,286",0.0,,
ID-1080,Jane Williams,598,spain,Male,38,5,98947.47,4,0,0,60464.0,0.0,,
ID-2211,emily martinez,643,germany,MAN,56,2,NIL,4,0,0,111176.0,0.0,,
ID-1926,Jane Davis,581,CANADA,boy,64,6,93719.28,2,true,1,96242.0,0.0,,
2521,David Willi™ams,708,MEXICO,WOMAN,32,2,98835.16,2,1,INACTIVE,74176.0,1.0,,
 ,DAVID RODRIGUEZ,677,MEXICO,F,-5,6,"6,210.41",1,no,Infinity,"$55,142",0.0,,
1665,EMILY BROWN,None,inf,Boy,19,6,34414.56,1,Yes,1,UNKNOWN,0.0,A,
CUST_001354, Jane Jones ,582, South Korea,Woman,32,??,3190.06,1,1,0,33023.0,0.0,,
ID-1360,DAVID RODRIGUEZ,527,Nigeria ,girl,999,4,9468.75,2,True,0,39338.0,0.0,,
2744, David Rodriguez ,-100, Nigeria ,f,58,2,49744.9,2,1,ACTIVE,25574.0,0.0,,
1115,"Robert,Williams",492, India,female,19,10,1653.35,4,1,0,69332.03,1.0,,
CUST_002237,lisa williams,425,COLOMBIA,boy,#DIV/0!,4,119370.16,4,0,1,"$15,398",1.0,,
CUST_001349,Sarah Martinez,571,GERMANY,MAN,46,5,69468.89,1,0,1,98413.0,0.0,,
CUST_002476,missing,576,netherlands,F,58,7,74816.39,2,True,0,31603.0,0.0,,
SA01050,"Roñbert,Brown",520, Saudi Arabia,Woman,38,7,12980.19,2,Y,FALSE,62505.0,0.0,,
CUST_001619,JANE WILLIAMS,463,uae,Boy,25,5,27257.88,2,No,0,18422.0,0.0,,
CUST_001242,MICHAEL JONES,696,Mexico,man,30,7,26173.85,2,0,1,37921.0,0.0,,
1002,LISA BROWN,389,Nigeria,Girl,50,4,30446.73,3,1,0,32377.0,0.0,,
SO01333,LISA RODRIGUEZ,479,South Africa ,Female,53,2,185134.99,3,0,FALSE,79383.0,0.0,,
CUST_001374,John Williams,651,USA,Female,31,3,13164.12,3,FALSE,0,141176.0,0.0,,
C1911,Jane Williams,705, USA,FEMALE,28,1,31767.42,4,#DIV/0!,NONE,43881.0,0.0,,
CUST_001375,Michael Rodriguez,569, France,null,33,3,43763.72,1,1,0,99800.0,1.0,,
CUST_002120, Michael Jones ,654, Canada,female,73,4,5483.7,3,False,1,55060.0,0.0,,
CUST_002919,lisa smith,nil,ITALY,Female,35,1,117651.0,2,No,1,46550.0,0.0,,
1843, Maria Jones ,?,germany,Female,33,_,"$135,237.70",2,1,ACTIVE,66708.0,0.0,,
C1528,john davis,472,Colombia ,Girl,37,4,27834.29,2,1,ACTIVE,75356.0,0.0,,
__,david smith,481,Colombia ,WOMAN,23,4,67850.39,2,TRUE,1,61940.0,1.0,,
ID-2900,Jane Martinez,598,Netherlands,Female,63,-1,9030.42,2,0,0,99698.0,0.0,,
C2331,Sarah Garcia,593,germany,m,22,8,"$11,424.61",2,false,1,97708.0,0.0,,
UA02994,ROBERT GARCIA,631,UAE,Girl,33,4,7256.75,2,YES,0,55558.0,0.0,,
C2693,david garcia,548,BRAZIL,FEMALE,45,2,46690.34,1,-inf,Null,45654.0,0.0,,
ID-1864,VOID,505,Nigeria ,F,18,3,36359.61,3,NONE,0,"$57,393",0.0,,
2261,JAMES MARTINEZ,508,uae,Female,22,5,17370.09,1,0,1,37134.0,0.0,,
CUST_002792,emily rodriguez,503,SAUDI ARABIA,FEMALE,37,8,59251.82,2,FALSE,0,43523.0,0.0,B,123
ID-1963,john smith,472,Brazil ,Female,32,10,"$11,323.51",2,1,0,18695.0,0.0,,
2611,-,UNDEFINED,UK,Boy,30,4,8542.91,2,0,1,58804.0,0.0,,
SI01240, James Martinez ,511,Singapore ,Female,-,4,157851.44,1,1,1,-,0.0,,
ID-2967,lisa johnson,516,india,f,200,5,76246.98,4,1,FALSE,,0.0,,
CUST_001635,"John,Brown",478,Australia,MALE,18,5,13598.63,4,N,True,33687.0,0.0,,
ID-2095,JANE RODRIGUEZ,588,Netherlands ,Woman,30,3,98943.2,1,0,1,84079.0,1.0,,
NULL, Sarah Williams ,600,USA,MALE,43,4,57436.62,1,NO,1,"$89,960",1.0,,
CUST_002922,Michael Smith,492,SINGAPORE,FEMALE,999,3,76089.95,2,1,1,30285.0,0.0,,
UA02743, Michael Williams ,520,UAE,girl,38,9,49410.43,1,1,active,54281.0,0.0,,
ID-2161,david garcia,513, Japan ,woman,999,8,"$18,639.67",2,no,1,84455.0,0.0,,
FR02136,maria garcia,563,france,man,47,7,28095.66,1,1,0,113023.0,0.0,,
ID-1691, James Johnson ,642, Spain,Woman,200,4,37973.63,2,y,0,9999999,0.0,,
C2734,lisa rodriguez,478,Argentina,MALE,64,3,72593.08,2,1,0,41547.0,0.0,,
ID-1525,inf,499,UAE,Man,29,7,"$50,958.81",2,Null,0,89832.0,0.0,,
#NULL!,Emily Davis,602,INDIA,m,34,8,5029.16,4,0,1,27283.0,0.0,,
CUST_001956, Jame®s Davis ,522, Australia ,girl,39,4,71248.97,3,False,1,78323.0,0.0,,
NE02914,LISA SMITH,557,NETHERLANDS,man,59,3,6287.38,3,0,0,104473.49,0.0,,
ID-1320, Jane Williams ,999,Egypt,Man,42,4,19673.66,4,1,Inactive,89723.0,0.0,,
C1885,robert davis,624,Italy,boy,73,5,4157.62,2,1,1,114576.71,1.0,,
C1215, James Martinez ,748,MEXICO,WOMAN,45,3,-50000,2,1,1,#VALUE!,1.0,,
C1658,SARAH RODRIGUEZ,513, South Africa ,FEMALE,47,6,146781.65,1,1,0,35276.0,1.0,,
AR01930, Sarah Smith ,459, Argentina,man,35,4,EMPTY,2,1,0,-,0.0,,
2073,eñmily smith,498, Nigeria ,male,18,4,72376.14,4,0,1,47772.0,0.0,,
PE02620,-,null,peru,Woman,33,9,23994.08,4,1,0,61486.0,0.0,,
1946,Lisa Garcia,625,canada,UNKNOWN,31,4,"$23,341.00",null,1,1,47855.0,0.0,,
2062,Emily Rodriguez,536, Australia ,boy,0,5,28424.73,2,0,1,90128.0,1.0,,
CUST_002877,lisa johnson,477, UAE ,woman,22,7,"$35,757.99",2,0,0,"$29,490",1.0,,
C1571,Jane Smith,466,argentina,male,46,4,8768.9,3,true,0,-,0.0,,
ID-1585,David Joøhnson,582, Saudi Arabia ,Man,29,5,"$58,870.98",1,Y,1,35528.0,1.0,,
C2899, Lisa Garcia ,589,USA,Man,30,5,,??,1,0,112910.0,0.0,,
CUST_002092,n/a,486,South Korea ,Female,39,4,3777.27,1,0,1,53273.0,0.0,,
1653,james brown,null,South Korea,Boy,56,5,6891.57,4,UNDEFINED,0,"$58,014",0.0,,
EG01929,EMILY JOHNSON,419, Egypt,f,44,7,10299.88,1,false,0,27963.0,0.0,,
BR01026,maria rodriguez,507, Brazil,MAN,44,7,43170.7,1,1,1,"$45,264",0.0,,
CUST_001300, Maria Miller ,469, UAE ,man,29,6,8687.46,1,YES,1,23075.0,0.0,,
JA01068,Maria Smith,542,Japan,Girl,18,6,999999999,3,1,1,60218.0,0.0,,
NI01953, John Garcia ,1200, Nigeria ,f,30,3,157318.19,1,0,0,49914.0,0.0,,
ID-2603,Robert Rodriguez,592, Peru ,M,42,9,118148.91,2,0,1,53019.0,0.0,,
CA02410, Emily Jones ,602,CANADA,Girl,65,6,49654.19,2,n,1,55283.0,1.0,,
BR01808,robert garcia,518,Brazil,F,39,0,14246.46,4,0,FALSE,75589.0,0.0,,
CUST_001869, Sarah Williams ,636, Canada,Woman,37,6,,2,False,INACTIVE,125040.0,0.0,,
CUST_002812,Jane Jones,587,canada,MALE,34,4,--,1,1,0,147566.0,0.0,,
1183, Lisa Garcia ,608,Italy ,boy,41,5,69590.49,2,NO,1,115878.0,0.0,,
C1008, Sarah Jones ,564, Saudi Arabia ,M,NA,2,#VALUE!,3,0,false,nan,0.0,,
1042,Maria Jones,524,India ,boy,48,7,118411.88,1,FALSE,0,59410.0,0.0,,
CUST_001891,david garcia,496,UAE ,m,45,5,4073.63,3,0,1,78155.0,0.0,,
BR02049,JOHN MILLER,477, Brazil,NA,48,5,43008.46,2,1,1,27650.0,0.0,,
BR01792,"John,Davis",583,Brazil ,Woman,34,-5,48306.24,3,0,False,43067.0,1.0,,
CUST_001734,MARIA JOHNSON,686,Canada ,m,25,5,106733.89,3,1,1,53572.96,0.0,,
ID-1745,"James,Johnson",547,singapore,Girl,18,-10,27332.91,2,1,Inactive,-,0.0,,
PE02425,JAMES RODRIGUEZ,NULL, Peru,m,33,3,29093.14,2,0,0,34541.0,0.0,,
NE02188, Michael Williams ,613, Netherlands,m,45,-5,999999999,1,0,0,31153.0,0.0,,
2335, James Miller ,562, Netherlands ,female,39,_,999999999,3,1,Active,112045.73,0.0,,
CUST_002925,"Jane,Garcia",496,nigeria,None,18,4,146654.11,2,1,1,38371.0,0.0,,
C1107, Michael Rodriguez ,650,france,F,?,4,87382.37,1,0,True,56836.0,0.0,,
ID-1816,james miller,821,mexico,woman,150,0,125688.94,3,1,0,MISSING,1.0,,
1288,john johnson,736,Mexico,NIL,34,4,9883.82,4,0,1,43596.0,0.0,,
ID-2983,"Lisa,Williams",524,egypt,female,68,6,"$115,112.52",1,Y,1,36642.0,1.0,,
C1017,Maria Brown,472,South Korea ,FEMALE,35,5,20856.62,1,#N/A,1,"$93,975",0.0,,
1544,"Michael,Garcia",??,CANADA,girl,null,9,80112.15,1,0,1,"$123,684",1.0,,
ID-2273,EMILY JOHNSON,550,SOUTH KOREA,female,30,4,48528.56,1,0,1,87679.0,1.0,,
CUST_002970,EMILY GARCIA,710,Canada,woman,18,3,100278.72,2,0,0,104274.0,0.0,,
C2460,ROBERT SMITH,605,SOUTH KOREA,WOMAN,37,5,624.69,1,0,0,87054.0,0.0,,
C1919,"David,Brown",611,Germany ,Girl,18,4,59430.28,1,nan,1,88157.0,0.0,,
2827, James Davis ,599, Saudi Arabia ,Woman,36,10,283566.82,3,0,false,77699.0,0.0,B,
1032,Lisa Jones,767,Mexico ,Man,43,4,28444.96,2,1,FALSE,103902.0,0.0,,
ME02044,MARIA GARCIA,618,Mexico,FEMALE,45,3,34176.83,2,1,0,-inf,0.0,,
C2695,emily garcia,693,MEXICO,woman,55,2,31899.16,2,1,1,58064.0,0.0,,
CUST_001113,James Brown,602,canada,F,18,4,?,2,0,Infinity,108541.0,0.0,,
Infinity,Maria Miller,588,SOUTH KOREA,male,23,5,17208.84,3,True,ACTIVE,??,0.0,,
NE02445,SARAH WILLIAMS,684,Netherlands ,female,31,9,57058.48,1,False,1,82045.0,0.0,,
2187,Emily Martinez,598, Nigeria,Girl,48,5,"23,447.10",1,1,0,"$24,359",0.0,,
ID-2995,LISA JONES,681,Mexico ,m,21,3,EMPTY,1,no,0,48079.0,0.0,,
ID-1940, Jane Jones ,576, South Africa,--,34,7,94184.43,2,1,0,9999999,0.0,,
2679,NIL,474,Nigeria,,54,5,"$61,790.85",1,0,1,84163.0,0.0,,
ID-2218,DAVID MILLER,509,south africa,man,32,5,17316.75,1,0,True,74993.0,0.0,,
FR02763,John Jones,692,france,girl,58,5,257269.44,1,0,1,81070.0,0.0,,
1007,Lisa Brown,None,saudi arabia,Girl,45,4,"$99,426.48",2,1,1,41825.0,0.0,,
GE02071,"Lisa,Martinez",552,Germany ,boy,46,6,NULL,2,0,Active,96757.0,1.0,,
ID-2634,lisa johnson,713, Mexico,m,18,7,26312.99,4,0,INACTIVE,30102.0,1.0,,
C2901, Jane Williams ,UNKNOWN,GERMANY,FEMALE,67,4,11715.98,1,y,0,72779.0,1.0,,
PE02991, James Martinez ,592, Peru ,MALE,52,4,2152.04,1,N,0,30820.0,0.0,,
ID-1561,LISA JOHNSON,711, Canada ,M,49,3,13349.88,1,FALSE,1,135527.0,1.0,B,456
NE02490,John Rodriguez,663, Netherlands,FEMALE,45,7,41457.32,3,NULL,Inactive,50650.0,0.0,,
0,EMILY RODRIGUEZ,561, Japan,Male,35,6,49383.71,2,1,ACTIVE,92093.0,0.0,C,456
BR01457,robert brown,447,brazil,male,44,5,N/A,3,0,1,"$15,860",0.0,,
2713,John Miller,Null,mexico,Female,45,6,"$54,486.86",4,y,0,128814.0,1.0,,
C2617,-inf,518,Japan,WOMAN,51,8,80960.85,2,True,1,94987.0,0.0,,
2132,Lisa Davis,603,france,FEMALE,51,7,"$120,738.73",1,0,1,101865.0,1.0,A,456
ID-2885,"Jane,Williams",593,italy,M,29,6,22535.84,1,No,0,105034.0,0.0,,
ID-1754,SARAH GARCIA,529,Japan ,WOMAN,30,5,49033.97,3,1,1,94553.0,0.0,,
ID-1281,LISA SMITH,699,GERMANY,MALE,85,11,10860.6,2,1,0,"$56,883",0.0,,
CUST_002928,"Sarah,Rodriguez",498, Nigeria ,male,48,6,126495.34,2,1,False,"$84,241",0.0,C,
CA01564,EMILY DAVIS,739, Canada ,man,29,8,137830.52,3,0,1,124957.0,0.0,,
CH02608,JAMES JONES,541, Chile ,Boy,25,3,95879.97,2,yes,1,55384.64,0.0,,
US01432,robert garcia,721,USA,FEMALE,40,7,11072.54,1,FALSE,ACTIVE,66770.0,1.0,,
ID-1210,E£MILY WILLIAMS,999, Argentina ,MALE,29,3,116598.12,Null,1,1,70397.0,1.0,,
PE02797,ROBERT JONES,492,void,Female,49,6,-50000,2,1,1,26069.0,1.0,,
FR02514, James Martinez ,-,France,MAN,29,4,80444.73,4,TRUE,false,"$108,072",0.0,,
C2394,emily martinez,482,Peru,FEMALE,35,10,38386.64,3,false,0,31381.0,0.0,,
ID-1913, Michael Williams ,561,USA,Girl,46,6,3173.93,1,0,false,75618.0,0.0,,
1039,"Michael,Williams",645,Japan ,MALE,Infinity,7,"34,102.48",1,0,0,63962.0,0.0,,
SO01309,MARIA DAVIS,630,south africa,f,49,3,78693.43,1,1,1,52146.0,0.0,,
VOID, Sarah Miller ,588,spain,MAN,57,8,407.06,1,0,0,68754.0,0.0,,
2823,robert williams,561, France,Girl,45,2,261572.42,4,1,0,106473.0,1.0,,
